SSL,Backbone,Accuracy,Macro Precision,Macro Recall,Macro F1,Macro ROC-AUC,Silhouette,FT Accuracy,FT F1,LP vs FT delta,kNN-1,kNN-5,kNN-20,Pretrain Time (s),FineTune Time (s),GFLOPs
BarlowTwins,efficientnet_b0,0.2986,0.2653,0.2473,0.2409,0.6348,-0.0459,0.4332,0.45,0.1346,0.2531,0.2647,0.262,11544.7,1879.3,0.385
